publish_date,title,speaker_guess,text_source,henry_index,henry_hawkish_count,henry_dovish_count,henry_total_words,henry_hawkish_hits,henry_dovish_hits
2018-08-28,"A welcome address and opening remarks by Francois Groepe, Deputy Governor of the South African Reserve Bank, at the Innovation and Cybersecurity Conference",Francois Groepe,pdf,0.5,25,15,1273,"{""good"": 1, ""pleased"": 1, ""more"": 6, ""opportunities"": 4, ""expanded"": 1, ""better"": 1, ""deliver"": 1, ""expand"": 1, ""expansion"": 1, ""greater"": 1, ""successful"": 1, ""up"": 2, ""progress"": 1, ""increase"": 1, ""most"": 1, ""certainty"": 1}","{""threats"": 7, ""challenges"": 2, ""lower"": 1, ""least"": 1, ""less"": 1, ""risk"": 2, ""risks"": 1}"
2018-09-25,"An address by Francois Groepe, Deputy Governor of the South African Reserve Bank, at the RMB Morgan Stanley Investor Conference",Francois Groepe,pdf,0.9867,112,38,3857,"{""growth"": 33, ""most"": 3, ""improve"": 4, ""strengthen"": 1, ""good"": 1, ""rising"": 3, ""increased"": 3, ""rise"": 5, ""increasing"": 3, ""more"": 11, ""achieving"": 3, ""grow"": 1, ""improved"": 1, ""improving"": 2, ""improvements"": 3, ""progress"": 1, ""better"": 3, ""strength"": 2, ""positive"": 1, ""increase"": 2, ""higher"": 7, ""achieved"": 2, ""strong"": 1, ""achieve"": 1, ""enjoys"": 1, ""up"": 3, ""best"": 2, ""high"": 3, ""expanded"": 2, ""above"": 1, ""expansion"": 1, ""opportunity"": 1, ""stronger"": 1}","{""challenge"": 1, ""decline"": 1, ""challenges"": 2, ""fallen"": 1, ""least"": 2, ""worst"": 1, ""risk"": 4, ""lower"": 6, ""uncertainty"": 2, ""challenging"": 2, ""difficult"": 2, ""low"": 1, ""risks"": 4, ""down"": 1, ""negative"": 1, ""under"": 2, ""threat"": 1, ""less"": 2, ""smaller"": 1, ""threats"": 1}"
2018-10-02,Address by Daniel Mminele Deputy Governor of the South African Reserve Bank at the Central Banking Seminar of the Federal Reserve Bank of New York,Daniel Mminele Deputy Governor,pdf,0.4852,105,64,3610,"{""good"": 1, ""expansion"": 6, ""more"": 9, ""growth"": 26, ""delivers"": 1, ""most"": 7, ""strong"": 4, ""increasing"": 1, ""rising"": 8, ""rise"": 2, ""stronger"": 2, ""increase"": 5, ""risen"": 2, ""exceed"": 1, ""higher"": 6, ""high"": 3, ""up"": 3, ""increases"": 3, ""above"": 2, ""greater"": 2, ""grown"": 1, ""increased"": 1, ""larger"": 1, ""growing"": 2, ""grow"": 1, ""encouraging"": 1, ""enjoy"": 1, ""opportunities"": 1, ""achieved"": 1, ""improve"": 1}","{""less"": 7, ""challenge"": 1, ""challenges"": 5, ""challenging"": 1, ""risks"": 10, ""uncertainty"": 3, ""declined"": 2, ""under"": 2, ""low"": 6, ""below"": 1, ""fell"": 2, ""risk"": 12, ""down"": 1, ""weak"": 2, ""negative"": 3, ""disappointing"": 1, ""decline"": 1, ""deteriorated"": 1, ""downturn"": 1, ""failure"": 1, ""fall"": 1}"
2018-10-19,"An address by Francois Groepe, Deputy Governor of the South African Reserve Bank, at UBS's Ninth Annual Economics Conference",Francois Groepe,pdf,0.3407,79,56,2561,"{""growth"": 22, ""strong"": 3, ""up"": 3, ""rise"": 8, ""largest"": 2, ""record"": 1, ""more"": 10, ""rising"": 7, ""increases"": 1, ""increased"": 5, ""higher"": 5, ""high"": 2, ""increase"": 2, ""most"": 2, ""improved"": 1, ""greater"": 1, ""above"": 1, ""rises"": 1, ""better"": 1, ""certainty"": 1}","{""challenges"": 1, ""risk"": 3, ""low"": 5, ""less"": 6, ""negative"": 4, ""below"": 3, ""least"": 2, ""lowest"": 1, ""risks"": 6, ""weakness"": 4, ""challenge"": 1, ""drop"": 1, ""down"": 1, ""fall"": 1, ""uncertainty"": 4, ""weak"": 6, ""fallen"": 1, ""challenging"": 1, ""difficult"": 2, ""under"": 2, ""lower"": 1}"
2018-10-19,Governor Lesetja Kganyago’s address at the ABSIP National Conference Johannesburg,,pdf,0.9358,80,29,3561,"{""most"": 4, ""up"": 12, ""high"": 4, ""more"": 21, ""better"": 3, ""growth"": 8, ""increases"": 2, ""greater"": 1, ""exceeding"": 1, ""opportunity"": 1, ""increase"": 1, ""rising"": 3, ""rises"": 1, ""strong"": 4, ""deliver"": 2, ""improvements"": 1, ""progress"": 1, ""grow"": 1, ""enjoy"": 1, ""expanding"": 1, ""leading"": 1, ""good"": 4, ""increasing"": 1, ""best"": 1}","{""weaknesses"": 1, ""difficult"": 3, ""weak"": 1, ""fail"": 2, ""low"": 3, ""worse"": 2, ""less"": 1, ""down"": 1, ""under"": 2, ""below"": 1, ""fall"": 3, ""failing"": 1, ""worst"": 1, ""risks"": 3, ""lower"": 1, ""risk"": 1, ""challenges"": 2}"
2018-10-23,"Keynote address by Daniel Mminele, Deputy Governor of the South African Reserve Bank, at the Risk South Africa Conference  ",Daniel Mminele,pdf,-0.2083,43,53,4237,"{""good"": 1, ""opportunity"": 2, ""progress"": 2, ""improve"": 1, ""strengthen"": 2, ""most"": 4, ""grown"": 1, ""increased"": 1, ""increases"": 1, ""growing"": 1, ""larger"": 3, ""more"": 10, ""improving"": 2, ""certain"": 1, ""leading"": 2, ""up"": 1, ""strengthening"": 1, ""increasing"": 1, ""largest"": 1, ""improvement"": 1, ""certainty"": 1, ""achieve"": 1, ""growth"": 1, ""greater"": 1}","{""risk"": 30, ""declining"": 3, ""risks"": 9, ""least"": 2, ""difficult"": 1, ""under"": 1, ""uncertain"": 3, ""fall"": 2, ""less"": 1, ""challenging"": 1}"
2018-11-01,"An address by Lesetja Kganyago, Governor of the South African Reserve Bank, at the South Africa Tomorrow Conference, New York. ",Lesetja Kganyago,pdf,0.8323,114,47,2799,"{""good"": 7, ""opportunity"": 1, ""up"": 6, ""growth"": 39, ""stronger"": 4, ""most"": 7, ""higher"": 2, ""best"": 2, ""strong"": 3, ""better"": 8, ""more"": 9, ""larger"": 2, ""improve"": 3, ""record"": 1, ""success"": 2, ""high"": 5, ""growing"": 1, ""rising"": 1, ""increases"": 1, ""strength"": 1, ""grow"": 1, ""above"": 1, ""improvement"": 1, ""strengthening"": 1, ""improved"": 1, ""achieved"": 1, ""achieve"": 2, ""opportunities"": 1}","{""down"": 2, ""low"": 6, ""challenges"": 6, ""deteriorate"": 1, ""difficult"": 7, ""worse"": 1, ""less"": 2, ""least"": 2, ""negative"": 2, ""weak"": 5, ""weakens"": 1, ""decline"": 3, ""under"": 2, ""smaller"": 1, ""challenge"": 1, ""risks"": 1, ""disappointed"": 1, ""below"": 1, ""declines"": 1, ""risk"": 1}"
2018-11-05,"An address by Francois Groepe, Deputy Governor of the South African Reserve Bank, at the National Payment System Department’s annual end-of-year cocktail function",Francois Groepe,pdf,1.3125,53,11,2716,"{""good"": 3, ""more"": 2, ""achieve"": 2, ""opportunities"": 3, ""achievement"": 2, ""best"": 2, ""opportunity"": 4, ""improvements"": 1, ""progress"": 1, ""increase"": 3, ""increases"": 1, ""growth"": 9, ""most"": 1, ""increased"": 2, ""leading"": 2, ""increasing"": 2, ""encouraging"": 1, ""success"": 1, ""risen"": 1, ""achieved"": 1, ""growing"": 1, ""rising"": 1, ""strong"": 1, ""strength"": 1, ""greater"": 2, ""improve"": 1, ""expand"": 1, ""better"": 1}","{""difficulty"": 1, ""risk"": 2, ""under"": 1, ""least"": 2, ""challenges"": 2, ""less"": 2, ""dropped"": 1}"
2018-11-27,"Remarks by Francois Groepe, Deputy Governor of the South African Reserve Bank, at the Finovate Conference",Francois Groepe,pdf,0.4828,36,22,2567,"{""good"": 2, ""growth"": 5, ""up"": 7, ""larger"": 1, ""strengthened"": 1, ""more"": 7, ""progress"": 2, ""positive"": 1, ""opportunities"": 1, ""increased"": 1, ""increasing"": 1, ""increase"": 1, ""high"": 1, ""leading"": 2, ""opportunity"": 1, ""risen"": 1, ""improve"": 1}","{""least"": 3, ""failure"": 1, ""risk"": 1, ""threats"": 9, ""risks"": 5, ""challenged"": 1, ""less"": 2}"
2018-11-28,"Keynote address by Daniel Mminele, Deputy Governor of the South African Reserve Bank, at the Bloomberg FX 18 Johannesburg: South Africa Economy in Focus event  ",Daniel Mminele,pdf,0.2716,46,35,2575,"{""good"": 2, ""record"": 1, ""improve"": 1, ""successful"": 1, ""more"": 7, ""most"": 7, ""strengthening"": 2, ""improved"": 2, ""higher"": 2, ""growing"": 1, ""growth"": 2, ""largest"": 1, ""increased"": 4, ""high"": 3, ""solid"": 1, ""strength"": 1, ""up"": 1, ""rising"": 1, ""strengthen"": 1, ""progress"": 1, ""encouraging"": 2, ""leading"": 1, ""certain"": 1}","{""challenging"": 1, ""worst"": 2, ""lowest"": 1, ""declined"": 2, ""weak"": 2, ""weakness"": 2, ""negative"": 2, ""down"": 2, ""weakening"": 2, ""risk"": 4, ""under"": 2, ""risks"": 5, ""risky"": 1, ""weakened"": 1, ""below"": 1, ""uncertain"": 1, ""uncertainty"": 2, ""difficult"": 1, ""less"": 1}"
2019-01-31,"Address by Lesetja Kganyago, Governor of the South African Reserve Bank, at the 14th BCBS-FSI high-level meeting for Africa on ‘strengthening financial sector supervision and current regulatory priorities’, Cape Town, South Africa, 31 January – 1 February 2019",Lesetja Kganyago,pdf,0.5175,90,53,3419,"{""high"": 5, ""strengthening"": 4, ""good"": 2, ""pleased"": 1, ""successful"": 1, ""strengthen"": 4, ""improve"": 4, ""growth"": 4, ""achieved"": 1, ""strong"": 1, ""most"": 4, ""growing"": 3, ""higher"": 2, ""increasing"": 5, ""achievement"": 1, ""achieve"": 2, ""more"": 7, ""better"": 5, ""progress"": 5, ""improving"": 2, ""largest"": 1, ""rising"": 1, ""increased"": 3, ""greater"": 3, ""achieving"": 2, ""progressing"": 1, ""improvements"": 1, ""certain"": 1, ""above"": 1, ""larger"": 1, ""rise"": 2, ""deliver"": 2, ""opportunities"": 1, ""positive"": 2, ""improved"": 2, ""increase"": 1, ""opportunity"": 1, ""enjoy"": 1}","{""down"": 1, ""risks"": 9, ""challenges"": 2, ""negative"": 3, ""less"": 2, ""low"": 5, ""lower"": 1, ""weaknesses"": 4, ""under"": 3, ""risk"": 20, ""failure"": 1, ""failing"": 1, ""fail"": 1}"
2019-02-12,"A keynote address by Daniel Mminele, Deputy Governor of the South African Reserve Bank, at the S&P Dow Jones Indices South African Seminar, Johannesburg, 12 February 2019",Daniel Mminele,pdf,0.411,88,58,3028,"{""good"": 1, ""deliver"": 1, ""growth"": 15, ""high"": 21, ""growing"": 2, ""up"": 2, ""encouraging"": 3, ""exceeded"": 2, ""increasing"": 2, ""increased"": 1, ""achieving"": 1, ""positive"": 3, ""greater"": 2, ""grown"": 1, ""opportunity"": 1, ""more"": 10, ""increases"": 2, ""higher"": 4, ""best"": 3, ""above"": 1, ""most"": 2, ""improved"": 2, ""improvement"": 1, ""expansion"": 1, ""larger"": 1, ""delivering"": 1, ""stronger"": 2}","{""challenges"": 3, ""lower"": 8, ""risks"": 7, ""less"": 2, ""fallen"": 1, ""decline"": 6, ""low"": 4, ""difficult"": 1, ""uncertainty"": 4, ""risk"": 2, ""declined"": 1, ""negative"": 4, ""fell"": 1, ""below"": 3, ""fail"": 1, ""weakness"": 2, ""weak"": 3, ""lowest"": 1, ""down"": 1, ""falling"": 1, ""fall"": 1, ""uncertain"": 1}"
2019-03-06,"A public lecture by Lesetja Kganyago, Governor of the South African Reserve Bank, at Stellenbosch University, Stellenbosch, 6 March 2019",Lesetja Kganyago,pdf,1.2043,149,37,3388,"{""good"": 11, ""achieving"": 6, ""growth"": 17, ""achieve"": 10, ""higher"": 20, ""exceed"": 2, ""delivers"": 1, ""most"": 7, ""success"": 2, ""above"": 3, ""high"": 10, ""more"": 16, ""rise"": 4, ""stronger"": 3, ""rises"": 4, ""increases"": 4, ""up"": 8, ""enjoy"": 1, ""grows"": 1, ""increasing"": 1, ""achieved"": 4, ""certain"": 1, ""opportunity"": 1, ""best"": 4, ""successful"": 1, ""rising"": 1, ""increase"": 1, ""better"": 1, ""strong"": 2, ""improve"": 1, ""record"": 1}","{""lower"": 11, ""low"": 13, ""below"": 2, ""negative"": 1, ""failure"": 1, ""less"": 2, ""falling"": 1, ""least"": 1, ""under"": 2, ""fall"": 1, ""dropped"": 1, ""fell"": 1}"
2019-03-18,"An opening address by Arif Ismail, Head of Fintech at the South African Reserve Bank, at the International Monetary Fund AFRITAC Fintech Seminar",Arif Ismail,pdf,0.9388,36,13,2875,"{""good"": 1, ""opportunity"": 1, ""certain"": 1, ""growing"": 3, ""above"": 4, ""up"": 3, ""more"": 8, ""rise"": 1, ""increasing"": 1, ""strengths"": 1, ""delivered"": 2, ""better"": 1, ""deliver"": 1, ""most"": 1, ""expand"": 1, ""largest"": 1, ""growth"": 1, ""leading"": 1, ""increased"": 1, ""strong"": 1, ""progress"": 1}","{""challenges"": 2, ""drop"": 1, ""risks"": 2, ""weaknesses"": 1, ""failing"": 1, ""declining"": 1, ""challenge"": 2, ""low"": 1, ""fail"": 1, ""challenging"": 1}"
2019-04-15,"Lesetja Kganyago, Governor of the South African Reserve Bank 19th annual Stavros Niarchos Foundation lecture Peterson Institute for International Economics, 15 April 2019",,pdf,0.3273,64,46,5448,"{""good"": 8, ""deliver"": 1, ""up"": 7, ""higher"": 4, ""enjoy"": 1, ""achieved"": 1, ""expanding"": 1, ""more"": 8, ""most"": 6, ""achieving"": 2, ""growth"": 3, ""above"": 1, ""best"": 3, ""greatest"": 1, ""better"": 2, ""leader"": 1, ""high"": 4, ""progress"": 1, ""rise"": 2, ""record"": 2, ""succeeded"": 1, ""success"": 3, ""strong"": 1}","{""decline"": 1, ""under"": 5, ""threat"": 3, ""down"": 3, ""low"": 1, ""risk"": 4, ""lower"": 1, ""threats"": 2, ""fell"": 1, ""falling"": 1, ""fail"": 2, ""least"": 5, ""difficult"": 3, ""slump"": 1, ""negative"": 1, ""downturn"": 1, ""worse"": 2, ""weakened"": 1, ""challenge"": 2, ""failure"": 1, ""challenges"": 1, ""worst"": 1, ""below"": 1, ""risks"": 1, ""fall"": 1}"
2019-04-18,"An address by Lesetja Kganyago, Governor of the South African Reserve Bank, at the World Bank Reserves Advisory and Management Program, Washington, D.C, 15 April 2019",Lesetja Kganyago,pdf,0.2098,79,64,3365,"{""growth"": 12, ""growing"": 1, ""achieve"": 1, ""most"": 3, ""expansion"": 1, ""expanded"": 1, ""larger"": 1, ""achieving"": 2, ""increase"": 4, ""expand"": 2, ""improves"": 1, ""up"": 2, ""opportunities"": 3, ""strong"": 4, ""increases"": 1, ""more"": 7, ""strengthen"": 1, ""grown"": 2, ""increased"": 3, ""positive"": 4, ""greater"": 1, ""increasing"": 3, ""improvements"": 1, ""greatest"": 1, ""rising"": 2, ""high"": 3, ""improving"": 2, ""exceeds"": 1, ""better"": 1, ""grow"": 2, ""strength"": 1, ""largest"": 1, ""improved"": 1, ""improve"": 1, ""rise"": 1, ""achieved"": 1}","{""risks"": 4, ""risk"": 15, ""uncertain"": 1, ""downturn"": 2, ""below"": 3, ""less"": 4, ""lower"": 2, ""smaller"": 1, ""negative"": 7, ""challenge"": 3, ""challenges"": 9, ""uncertainty"": 1, ""low"": 3, ""difficult"": 1, ""under"": 1, ""weaken"": 1, ""decline"": 1, ""weakness"": 1, ""weak"": 1, ""threat"": 3}"
2019-05-07,"Remarks by Daniel Mminele, Deputy Governor of the South African Reserve Bank, at the annual Financial Markets Department cocktail function, Johannesburg 7 May 2019",Daniel Mminele,pdf,0.6269,44,23,2912,"{""good"": 1, ""increasing"": 2, ""growing"": 1, ""higher"": 1, ""growth"": 8, ""stronger"": 1, ""increase"": 2, ""rose"": 1, ""high"": 2, ""up"": 1, ""increased"": 2, ""increases"": 1, ""improved"": 1, ""certain"": 1, ""rise"": 1, ""more"": 3, ""most"": 3, ""strengthen"": 2, ""strengthening"": 1, ""greatest"": 1, ""progress"": 3, ""opportunity"": 1, ""improvement"": 1, ""expand"": 1, ""best"": 1, ""enjoy"": 1}","{""less"": 2, ""risk"": 4, ""weak"": 2, ""under"": 1, ""fell"": 1, ""worst"": 1, ""declined"": 1, ""uncertainty"": 1, ""challenges"": 1, ""low"": 2, ""lower"": 2, ""declines"": 1, ""risks"": 3, ""least"": 1}"
2019-05-28,"An address by Daniel Mminele, Deputy Governor of the South African Reserve Bank, to the Rand Business Club dinner, Johannesburg 28 May 2019",Daniel Mminele,pdf,0.5862,75,41,3579,"{""growth"": 27, ""good"": 2, ""best"": 7, ""increased"": 2, ""high"": 3, ""achievement"": 1, ""achieve"": 2, ""delivered"": 1, ""more"": 11, ""achieving"": 1, ""greater"": 2, ""up"": 2, ""exceeded"": 1, ""encouraging"": 2, ""enjoy"": 1, ""improved"": 1, ""opportunities"": 1, ""rise"": 1, ""higher"": 1, ""better"": 1, ""strong"": 1, ""stronger"": 1, ""rewarded"": 1, ""most"": 1, ""improvements"": 1}","{""failure"": 1, ""down"": 1, ""declined"": 1, ""decline"": 2, ""negative"": 1, ""uncertainty"": 1, ""risks"": 6, ""less"": 3, ""weakness"": 1, ""disappointed"": 1, ""disappoint"": 1, ""lower"": 6, ""low"": 2, ""risk"": 8, ""worst"": 1, ""difficult"": 1, ""under"": 1, ""fall"": 1, ""risky"": 1, ""challenges"": 1}"
2019-06-03,"An address by Lesetja Kganyago, Governor of the South African Reserve Reserve Bank, at the African Economic Research Consortium, Cape Town 02 June 2019",Lesetja Kganyago,pdf,0.8235,60,25,1650,"{""growing"": 4, ""good"": 2, ""opportunities"": 1, ""growth"": 8, ""improving"": 2, ""up"": 2, ""risen"": 3, ""succeeded"": 1, ""improvements"": 1, ""strengthening"": 1, ""high"": 5, ""more"": 6, ""rising"": 4, ""rose"": 1, ""progress"": 1, ""increasing"": 3, ""increased"": 2, ""most"": 1, ""increase"": 2, ""strengthen"": 1, ""improve"": 3, ""improvement"": 1, ""greater"": 2, ""encouraging"": 1, ""higher"": 1, ""opportunity"": 1}","{""challenges"": 6, ""low"": 3, ""below"": 1, ""weakening"": 1, ""challenge"": 1, ""risk"": 4, ""uncertainty"": 1, ""negative"": 1, ""decline"": 1, ""risks"": 4, ""weak"": 1, ""less"": 1}"
2019-06-05,"An address by Lesetja Kganyago, Governor of the South African Reserve Bank, at the launch of the SA25 commemorative circulation and collectable coins, Constitution Hill, Johannesburg 5 June 2019",Lesetja Kganyago,pdf,1.5,7,1,1070,"{""positive"": 1, ""high"": 2, ""growth"": 1, ""most"": 2, ""up"": 1}","{""negative"": 1}"
2019-06-12,"Remarks by Fundi Tshazibana, Adviser to the Governors of the South African Reserve Bank, at the Nedbank 2019 Treasurer’s Conference, Summer place, Johannesburg, 12 June 2019",Fundi Tshazibana,pdf,0.8955,97,37,2130,"{""good"": 1, ""growth"": 39, ""up"": 3, ""certainty"": 3, ""increase"": 3, ""most"": 3, ""leading"": 1, ""more"": 12, ""above"": 1, ""achieve"": 1, ""high"": 2, ""certain"": 1, ""achieved"": 1, ""increased"": 1, ""rising"": 3, ""risen"": 1, ""increasing"": 1, ""encouraged"": 1, ""positive"": 2, ""higher"": 5, ""strong"": 1, ""improved"": 1, ""stronger"": 3, ""largest"": 1, ""opportunities"": 3, ""growing"": 1, ""strengthened"": 1, ""achieving"": 1}","{""weakening"": 1, ""risks"": 4, ""negative"": 1, ""risk"": 2, ""less"": 3, ""weak"": 6, ""lowest"": 1, ""smaller"": 1, ""low"": 5, ""declined"": 1, ""decline"": 2, ""fall"": 1, ""lower"": 4, ""fallen"": 1, ""challenges"": 1, ""decreased"": 1, ""uncertainty"": 1, ""weakens"": 1}"
2019-06-13,"Remarks by Lesetja Kganyago, Governor of the South African Reserve Bank, at the annual dinner for the Heads of Foreign Missions accredited in South Africa, South African Reserve Bank, Pretoria 12 June 2019",Lesetja Kganyago,pdf,0.6522,61,31,2077,"{""high"": 3, ""good"": 2, ""rising"": 1, ""increased"": 6, ""growth"": 15, ""most"": 1, ""up"": 1, ""more"": 9, ""stronger"": 1, ""strong"": 2, ""larger"": 2, ""increase"": 1, ""improving"": 1, ""increasing"": 1, ""strengthen"": 2, ""strengthening"": 2, ""certain"": 1, ""rise"": 1, ""growing"": 1, ""expansion"": 1, ""achieve"": 2, ""certainty"": 1, ""improves"": 1, ""positive"": 1, ""higher"": 1, ""increases"": 1}","{""under"": 4, ""threat"": 2, ""negative"": 1, ""declining"": 1, ""worsening"": 1, ""uncertainty"": 1, ""risks"": 2, ""challenges"": 5, ""disappointing"": 1, ""lower"": 8, ""down"": 1, ""low"": 1, ""fallen"": 1, ""difficult"": 1, ""weak"": 1}"
2019-06-19,"Keynote address by Daniel Mminele, Deputy Governor of the South African Reserve Bank, at the 2019 BNP Paribas Global Official Institutions Conference, Paris, 19 June 2019",Daniel Mminele,pdf,0.6129,81,43,3152,"{""good"": 2, ""deliver"": 1, ""up"": 6, ""risen"": 1, ""rising"": 6, ""most"": 6, ""record"": 1, ""growth"": 11, ""strong"": 2, ""increase"": 6, ""increases"": 3, ""expansion"": 1, ""more"": 7, ""stronger"": 2, ""delivered"": 1, ""success"": 1, ""higher"": 2, ""certainty"": 1, ""strength"": 1, ""better"": 6, ""enjoy"": 1, ""high"": 2, ""growing"": 3, ""increased"": 1, ""rise"": 1, ""greater"": 1, ""solid"": 1, ""opportunities"": 1, ""progress"": 1, ""achieve"": 1, ""strengthening"": 1}","{""uncertainty"": 1, ""risk"": 7, ""uncertain"": 1, ""downturn"": 1, ""weaken"": 1, ""down"": 1, ""weakening"": 1, ""negative"": 3, ""threats"": 1, ""risks"": 8, ""risky"": 1, ""decline"": 3, ""lower"": 2, ""less"": 3, ""weak"": 2, ""declines"": 1, ""fall"": 1, ""under"": 1, ""low"": 2, ""challenging"": 1, ""difficult"": 1}"
2019-07-24,"Public Lecture by Lesetja Kganyago,Governor of the South African Reserve Bank, at the University of South Africa, Pretoria, 24 July 2019",Lesetja Kganyago,pdf,0.963,140,49,3873,"{""delivering"": 2, ""growth"": 39, ""good"": 4, ""opportunity"": 2, ""improving"": 1, ""more"": 19, ""grow"": 3, ""grows"": 1, ""up"": 7, ""higher"": 21, ""better"": 4, ""record"": 1, ""certain"": 1, ""achieve"": 2, ""achieving"": 1, ""high"": 6, ""most"": 3, ""increases"": 1, ""positive"": 1, ""above"": 1, ""best"": 4, ""accomplishment"": 1, ""progress"": 2, ""increase"": 3, ""increased"": 2, ""rise"": 2, ""larger"": 1, ""increasing"": 1, ""highest"": 1, ""rising"": 1, ""growing"": 1, ""deliver"": 1}","{""less"": 2, ""worse"": 2, ""fail"": 1, ""difficult"": 5, ""failing"": 1, ""risk"": 6, ""weak"": 1, ""uncertainty"": 2, ""under"": 6, ""below"": 1, ""lower"": 9, ""fell"": 1, ""fallen"": 1, ""low"": 6, ""down"": 1, ""falling"": 1, ""declined"": 1, ""negative"": 1, ""risks"": 1}"
2019-07-26,"An address by Lesetja Kganyago,Governor of the South African Reserve Bank (SARB), at the ninety-ninth annual Ordinary General Meeting",Lesetja Kganyago,pdf,0.1538,56,48,2827,"{""growth"": 21, ""most"": 4, ""strong"": 2, ""up"": 2, ""increases"": 1, ""certain"": 2, ""more"": 7, ""increased"": 1, ""improvement"": 1, ""grow"": 1, ""rise"": 1, ""increase"": 2, ""higher"": 2, ""rising"": 2, ""progress"": 1, ""better"": 1, ""strengths"": 1, ""above"": 1, ""increasing"": 1, ""best"": 1, ""strengthening"": 1}","{""challenges"": 1, ""negative"": 2, ""decline"": 5, ""uncertainty"": 2, ""least"": 2, ""less"": 3, ""low"": 4, ""challenging"": 1, ""weak"": 3, ""disappointing"": 1, ""weakens"": 1, ""risks"": 13, ""lower"": 1, ""declined"": 1, ""under"": 3, ""weaknesses"": 1, ""deteriorate"": 1, ""deteriorating"": 1, ""risk"": 1, ""fail"": 1}"
2020-03-04,"Public Lecture by Lesetja Kganyago,Governor of the South African Reserve Bank, at the University of the Free State ",Lesetja Kganyago,pdf,0.4267,91,59,2780,"{""growth"": 35, ""good"": 5, ""most"": 1, ""more"": 15, ""up"": 7, ""better"": 6, ""positive"": 1, ""expansion"": 1, ""rising"": 1, ""high"": 5, ""record"": 1, ""higher"": 4, ""above"": 2, ""progress"": 1, ""strength"": 1, ""enjoy"": 1, ""strong"": 1, ""largest"": 1, ""highest"": 1, ""growing"": 1}","{""risk"": 7, ""worse"": 1, ""lower"": 13, ""declining"": 1, ""down"": 5, ""weak"": 1, ""low"": 10, ""least"": 2, ""lowest"": 1, ""under"": 1, ""weakness"": 1, ""worst"": 1, ""below"": 3, ""falling"": 1, ""less"": 5, ""risky"": 2, ""negative"": 2, ""uncertainty"": 1, ""challenges"": 1}"
2020-06-18,"Lecture by Lesetja Kganyago, Governor of the South African Reserve Bank, at the Wits School of Governance Johannesburg 18 June 2020",Lesetja Kganyago,pdf,0.1538,77,66,4873,"{""good"": 1, ""improved"": 1, ""larger"": 3, ""best"": 2, ""more"": 10, ""most"": 7, ""record"": 2, ""up"": 13, ""improve"": 3, ""increase"": 5, ""high"": 5, ""better"": 1, ""higher"": 3, ""encouraged"": 1, ""rising"": 1, ""growth"": 5, ""positive"": 1, ""expanded"": 1, ""achieve"": 2, ""above"": 1, ""increases"": 1, ""delivering"": 1, ""accomplishments"": 1, ""highest"": 1, ""achieved"": 1, ""achievement"": 1, ""rise"": 1, ""stronger"": 1, ""grow"": 1}","{""worst"": 3, ""downturn"": 1, ""fell"": 3, ""declined"": 1, ""uncertain"": 2, ""fall"": 2, ""challenges"": 1, ""lower"": 5, ""lowest"": 1, ""below"": 3, ""less"": 4, ""down"": 4, ""uncertainty"": 1, ""difficult"": 1, ""risk"": 6, ""deteriorated"": 1, ""low"": 12, ""worsen"": 1, ""worse"": 2, ""negative"": 2, ""weak"": 2, ""least"": 1, ""falls"": 1, ""deteriorate"": 1, ""under"": 1, ""fail"": 1, ""decline"": 3}"
2020-07-31,"An address by Lesetja Kganyago, Governor of the South African Reserve Bank (SARB), at the 100th annual Ordinary General Meeting of the SARB shareholders",Lesetja Kganyago,pdf,-0.0541,36,38,2289,"{""most"": 2, ""expansion"": 1, ""record"": 1, ""increased"": 3, ""high"": 3, ""more"": 3, ""delivering"": 1, ""larger"": 1, ""increases"": 1, ""higher"": 4, ""increase"": 1, ""rose"": 1, ""up"": 2, ""strengthen"": 1, ""improve"": 1, ""deliver"": 1, ""certain"": 1, ""improvements"": 1, ""positive"": 1, ""strengthening"": 1, ""improving"": 2, ""growth"": 3}","{""challenging"": 1, ""decline"": 4, ""risk"": 1, ""fallen"": 1, ""uncertainty"": 4, ""drop"": 1, ""falling"": 1, ""weak"": 2, ""challenges"": 1, ""fell"": 2, ""weakness"": 1, ""below"": 1, ""low"": 1, ""down"": 1, ""lowest"": 1, ""lower"": 4, ""less"": 2, ""risks"": 6, ""deteriorating"": 2, ""failure"": 1}"
