id,publish_date,llm_score,llm_label,llm_on_topic,llm_quote
2024-10-17_sarb-governor-lesetja-kganyago-stellenbosch-university-special-guest-lecture,2024-10-17,0.3,leaning hawkish,True,We have an opportunity to achieve permanently lower inflation and therefore permanently lower interest rates... a lower target could be achieved at little cost
2024-11-07_lesetja-kganyago-tito-mboweni-tribute,2024-11-07,0.0,neutral,False,"Policy is about people. And when it comes to enacting policy, there is little room for errors – there is cause and effect."
2025-02-13_institutions-leadership-and-populism,2025-02-13,0.1,neutral,False,the populist charge is dangerous and pervasive. Complacent institutions that do not engage the public effectively are going to be vulnerable. Our best defences are honesty with the public and excellence in pursuing our mandates.
2025-04-22_kganyago-g20-challenges,2025-04-22,0.0,neutral,False,"The focus of my talk is the Group of Twenty (G20), for which South Africa currently has the presidency."
2025-05-06_address-by-lesetja-kganyago-governor-of-the-sarb-at-alter-sisulu-university-komani-campus,2025-05-06,0.0,neutral,False,academic freedom means having the right to seek the truth and to uncover that truth
2025-06-20_lesetja-kganyago---students-and-universities-as-catalysts-for-ch,2025-06-20,0.0,neutral,False,"As incubators of knowledge, critical thinking and social change, universities are crucial to our future."
2025-08-08_kganyago-address-agm-105,2025-08-08,-0.7,leaning dovish,True,"To the extent that inflation settles at 3%, and that inflation expectations continue their move lower, the Bank's forecasting model shows lower interest rates if inflation remains contained at current levels."
2025-08-12_lesetja-kganyago-price-stability,2025-08-12,0.8,strongly hawkish,True,"a lower inflation target and fiscal policy that firmly prioritises debt stabilisation, we could achieve sustainably lower interest rates"
2025-08-27_tshazibana-ai-sa,2025-08-27,0.0,neutral,False,"The views I share today are intended to stimulate dialogue and reflection. They do not represent official policy positions of the central bank, nor do they constitute regulatory guidance."
2025-09-04_cassim-fmd-cocktail,2025-09-04,0.1,neutral,False,"the MPIF reform has enhanced policy transmission and financial stability, making the system more robust"
2025-09-25_kganyago-global-challenges,2025-09-25,1.5,strongly hawkish,True,"We do not need deregulation. Instead, we can regulate more smartly, but the risk environment requires us to step up, not step back."
2025-10-10_kganyago-rates-tariffs,2025-10-10,0.3,leaning hawkish,False,we expressed a preference for inflation to settle at the bottom of our 3−6% target range...our inflation rate is out of line with our peers and competitors...this range is too high and too broad
2025-10-15_tshazibana-financial-climate-policy,2025-10-15,0.1,neutral,False,"Central banks have important roles to play in a country's climate strategy, but they are indirect roles aimed at strengthening the long-term financial resilience of the economy, instead of modifying central banks' direct short-term inflation targeting measures."
2025-10-20_tshazibana-supervisory-leadership,2025-10-20,0.0,neutral,False,"Leading with vision, empathy and adaptability: The mandate of supervisory leadership"
2025-10-23_kganyago-cross-border-payments,2025-10-23,0.0,neutral,False,"Cross-border payments are the lifeblood of international trade, investment, capital and remittance flows and economic integration."
2025-11-11_kganyago-techsprint,2025-11-11,0.1,neutral,False,Our comparative advantage is really about managing the macroeconomic and regulatory environments in which households and firms can thrive
2025-11-27_tshazibana-aacb-green-finance,2025-11-27,0.0,neutral,False,the answer does not lie in central banks stepping in to directly provide funding and supplanting market mechanisms
2025-12-03_cassim-mpg-jibar,2025-12-03,0.0,neutral,False,this Market Practitioners Group (MPG) was established primarily to develop new reference rates for South Africa
2026-03-11_tshazibana-ngfs,2026-03-11,0.1,neutral,False,"geoeconomic fragmentation and the green transition ‒ compounded by more frequent and severe climate events ‒ act as persistent supply shocks. These shifts heighten the volatility of the economic environment, complicating the traditional central bank mandate of balancing the need to anchor inflation expectations against the necessity of supporting sustainable economic growth"
2026-05-04_kganyago-rhodes,2026-05-04,0.6,leaning hawkish,True,"Given the risks to inflation and the uncertainty, it makes sense for us to keep our options open. In our next few meetings, we will have to make tough decisions about whether second-round effects are coming or whether we have enough space to look through."
2026-05-06_kganyago-global-resilience,2026-05-06,0.3,leaning hawkish,True,"What we can do, however, is manage expectations, to ensure that inflation comes back to target when the shock has passed. This requires clear communication, and it may also entail timely moves in interest rates. Of course, it is not desirable to put the economy under more pressure, but we need to keep our options open."
2026-05-08_tshazibana-finance-regulation-ai,2026-05-08,0.0,neutral,False,My talk today is about how artificial intelligence (AI) is changing the way we look at the financial world
2026-06-02_kganyago-ber-supply-shocks,2026-06-02,1.5,strongly hawkish,True,"We reached a judgement that, with the size of the oil shock as well as spillovers to food prices from higher diesel and fertiliser costs, second-round effects are developing, and we should tackle them... By changing rates, we hope to send a clear and credible signal that we will keep inflation under control."
2026-06-09_cassim-gibs,2026-06-09,0.0,neutral,False,The purpose of this speech is to tell that story... how to support innovation while protecting stability and the public interest
2026-06-19_kganyago-museum-head-office,2026-06-19,0.0,neutral,False,"This museum is one way for us to build that understanding...It is a custodian of memory – holding our stories, preserving our history"
2026-06-23_kganyago-leadership,2026-06-23,0.1,neutral,False,Higher inflation raises borrowing costs – not because the SARB has changed the policy rate but because lenders demand compensation for the higher inflation they expect
2026-06-24_cassim-yield-curve,2026-06-24,-0.3,leaning dovish,True,"Anchoring inflation expectations close to 3% will allow us to set lower short-term rates, probably closer to 6% than 7%"
2026-07-09_kganyago-diplomats,2026-07-09,0.3,leaning hawkish,True,"Our judgement in raising rates at that May meeting was that we needed to act so that inflation could return to target over time, rather than getting stuck above 3%"
