meeting_date,title,policy_rate_final,rate_action_final,in_scope_inflation_targeting,henry_index,henry_hawkish_count,henry_dovish_count,henry_total_words,henry_hawkish_hits,henry_dovish_hits
2016-09-22,Statement of the Monetary Policy Committee,7.0,hold,True,0.3158,88,64,2588,"{""higher"": 2, ""growth"": 30, ""more"": 9, ""positive"": 9, ""high"": 3, ""increased"": 6, ""highest"": 1, ""improved"": 6, ""above"": 2, ""record"": 1, ""strongest"": 1, ""rising"": 2, ""stronger"": 2, ""leading"": 1, ""improvement"": 2, ""increase"": 4, ""opportunities"": 1, ""increases"": 1, ""rise"": 1, ""improvements"": 3, ""most"": 1}","{""declined"": 8, ""weak"": 7, ""low"": 4, ""risks"": 5, ""risk"": 6, ""uncertainty"": 2, ""down"": 3, ""decline"": 4, ""less"": 6, ""lower"": 5, ""declines"": 2, ""negative"": 5, ""uncertain"": 1, ""disappointing"": 1, ""below"": 3, ""under"": 1, ""falling"": 1}"
2016-11-24,Statement of the Monetary Policy Committee,7.0,hold,True,0.6457,84,43,2449,"{""high"": 7, ""more"": 11, ""higher"": 7, ""positive"": 9, ""rising"": 2, ""growth"": 18, ""increased"": 6, ""above"": 2, ""up"": 2, ""increasing"": 1, ""increase"": 7, ""expansion"": 1, ""increases"": 4, ""strong"": 1, ""most"": 1, ""greater"": 1, ""improved"": 2, ""leading"": 1, ""improvement"": 1}","{""uncertainty"": 4, ""challenging"": 4, ""less"": 3, ""risks"": 6, ""down"": 2, ""lower"": 1, ""uncertain"": 4, ""challenges"": 1, ""low"": 2, ""negative"": 1, ""below"": 2, ""declined"": 3, ""weak"": 4, ""declining"": 2, ""decline"": 2, ""risk"": 1, ""under"": 1}"
2017-01-24,Statement of the Monetary Policy Committee,7.0,hold,True,0.5103,91,54,2641,"{""more"": 8, ""higher"": 6, ""improved"": 5, ""growth"": 26, ""improvement"": 6, ""up"": 5, ""high"": 1, ""increased"": 10, ""above"": 2, ""strong"": 2, ""stronger"": 3, ""risen"": 1, ""increases"": 3, ""increase"": 5, ""leading"": 1, ""positive"": 1, ""highest"": 1, ""strongest"": 1, ""good"": 1, ""rising"": 1, ""exceed"": 1, ""improving"": 1}","{""deteriorated"": 2, ""less"": 5, ""risks"": 7, ""uncertainty"": 3, ""challenging"": 1, ""declining"": 1, ""decline"": 7, ""declined"": 5, ""uncertain"": 4, ""threats"": 1, ""risk"": 2, ""weak"": 3, ""down"": 2, ""low"": 3, ""below"": 2, ""weakness"": 1, ""lower"": 1, ""declines"": 1, ""under"": 1, ""lowest"": 1, ""negative"": 1}"
2017-03-30,Statement of the Monetary Policy Committee,7.0,hold,True,0.55,102,58,2422,"{""improved"": 5, ""more"": 13, ""positive"": 5, ""growth"": 31, ""most"": 3, ""improvement"": 4, ""increased"": 11, ""largest"": 1, ""above"": 2, ""high"": 4, ""growing"": 1, ""stronger"": 3, ""increases"": 3, ""strengthened"": 1, ""improving"": 1, ""up"": 1, ""leading"": 1, ""good"": 1, ""grew"": 2, ""increase"": 3, ""higher"": 3, ""grow"": 1, ""greater"": 1, ""certainty"": 1}","{""uncertainty"": 6, ""risk"": 10, ""weakening"": 1, ""low"": 8, ""weak"": 6, ""declined"": 4, ""down"": 1, ""lower"": 5, ""less"": 2, ""failure"": 1, ""decline"": 4, ""negative"": 2, ""below"": 2, ""declining"": 1, ""weakness"": 1, ""disappointing"": 1, ""risks"": 2, ""deteriorate"": 1}"
2017-05-25,Statement of the Monetary Policy Committee,7.0,hold,True,0.1311,65,57,2251,"{""improved"": 7, ""increased"": 2, ""growth"": 19, ""positive"": 5, ""exceed"": 1, ""improvement"": 2, ""increase"": 3, ""higher"": 5, ""rising"": 1, ""above"": 1, ""high"": 4, ""most"": 4, ""more"": 4, ""strong"": 1, ""increases"": 4, ""stronger"": 2}","{""risks"": 5, ""uncertainty"": 7, ""deteriorated"": 2, ""weakened"": 1, ""declined"": 4, ""down"": 4, ""less"": 2, ""decline"": 2, ""lower"": 6, ""below"": 4, ""low"": 4, ""weak"": 4, ""risk"": 5, ""weakening"": 1, ""difficult"": 1, ""weaken"": 1, ""worst"": 1, ""falling"": 1, ""negative"": 1, ""deteriorate"": 1}"
2017-07-20,Statement of the Monetary Policy Committee,6.75,cut,True,0.0571,72,68,2405,"{""improved"": 6, ""growth"": 24, ""improvement"": 7, ""more"": 4, ""most"": 4, ""above"": 1, ""up"": 1, ""positive"": 8, ""strong"": 1, ""increases"": 2, ""increased"": 4, ""rising"": 1, ""leading"": 1, ""higher"": 2, ""stronger"": 1, ""increase"": 5}","{""declined"": 3, ""risks"": 8, ""deteriorated"": 2, ""negative"": 3, ""challenging"": 1, ""down"": 8, ""lower"": 7, ""below"": 5, ""decline"": 4, ""uncertainty"": 7, ""less"": 2, ""risk"": 3, ""weak"": 4, ""fall"": 2, ""under"": 1, ""low"": 3, ""decrease"": 1, ""difficult"": 1, ""weakening"": 1, ""uncertain"": 1, ""deteriorate"": 1}"
2017-09-21,Statement of the Monetary Policy Committee,6.75,hold,True,0.3111,78,57,2333,"{""positive"": 6, ""growth"": 27, ""increased"": 10, ""most"": 3, ""up"": 4, ""increase"": 5, ""above"": 3, ""more"": 2, ""improved"": 3, ""improving"": 1, ""high"": 2, ""higher"": 3, ""improvement"": 2, ""leading"": 1, ""strong"": 2, ""increases"": 3, ""greater"": 1}","{""low"": 5, ""uncertainty"": 4, ""below"": 1, ""lower"": 8, ""declined"": 5, ""less"": 2, ""risk"": 6, ""decline"": 3, ""lowest"": 2, ""risks"": 7, ""weak"": 5, ""falling"": 1, ""weakening"": 1, ""weakness"": 1, ""decreased"": 1, ""depressed"": 1, ""negative"": 1, ""declining"": 1, ""challenges"": 1, ""deteriorating"": 1}"
2017-11-23,Statement of the Monetary Policy Committee,6.75,hold,True,0.3262,82,59,2548,"{""increased"": 11, ""higher"": 13, ""growth"": 20, ""more"": 2, ""stronger"": 2, ""increase"": 10, ""increases"": 3, ""up"": 4, ""positive"": 7, ""highest"": 1, ""most"": 1, ""leading"": 1, ""high"": 3, ""improved"": 1, ""above"": 1, ""increasing"": 1, ""achieving"": 1}","{""risks"": 11, ""weak"": 5, ""down"": 4, ""below"": 2, ""low"": 7, ""lower"": 3, ""uncertainty"": 4, ""risk"": 7, ""negative"": 5, ""falling"": 1, ""uncertain"": 3, ""decline"": 1, ""lowest"": 2, ""declined"": 1, ""deteriorating"": 1, ""less"": 1, ""under"": 1}"
2018-01-18,Statement of the Monetary Policy Committee,6.75,hold,True,0.7407,111,51,2579,"{""increase"": 9, ""growth"": 32, ""more"": 10, ""positive"": 10, ""improved"": 7, ""increases"": 6, ""up"": 4, ""strong"": 4, ""improvement"": 5, ""stronger"": 3, ""higher"": 5, ""larger"": 1, ""most"": 2, ""encouraging"": 1, ""leading"": 1, ""high"": 1, ""increased"": 6, ""greater"": 1, ""certainty"": 1, ""above"": 2}","{""risks"": 9, ""lower"": 8, ""risk"": 4, ""deteriorating"": 1, ""challenging"": 1, ""down"": 3, ""decline"": 3, ""low"": 4, ""less"": 4, ""declined"": 6, ""declining"": 1, ""uncertain"": 1, ""challenges"": 2, ""weakness"": 1, ""weak"": 1, ""below"": 1, ""challenge"": 1}"
2018-03-28,Statement of the Monetary Policy Committee,6.5,cut,True,0.5085,74,44,2110,"{""increase"": 15, ""stronger"": 4, ""growth"": 18, ""more"": 3, ""positive"": 4, ""increased"": 3, ""improvement"": 3, ""increases"": 4, ""improved"": 6, ""largest"": 1, ""higher"": 7, ""strengthening"": 1, ""leading"": 1, ""highest"": 1, ""grow"": 1, ""most"": 1, ""achieved"": 1}","{""risks"": 9, ""low"": 4, ""risk"": 7, ""negative"": 2, ""challenging"": 2, ""declining"": 1, ""declined"": 5, ""down"": 1, ""falls"": 1, ""lower"": 3, ""lowest"": 1, ""weakness"": 1, ""below"": 2, ""weak"": 1, ""decline"": 1, ""less"": 2, ""uncertain"": 1}"
2018-05-24,Statement of the Monetary Policy Committee,6.5,hold,True,0.6364,87,45,2161,"{""higher"": 4, ""rising"": 5, ""strength"": 1, ""growth"": 18, ""improved"": 4, ""increasing"": 1, ""increase"": 15, ""increased"": 5, ""more"": 7, ""increases"": 6, ""above"": 3, ""positive"": 5, ""exceeded"": 1, ""most"": 2, ""strengthening"": 1, ""up"": 1, ""leading"": 1, ""strong"": 1, ""high"": 2, ""stronger"": 2, ""improvement"": 1, ""greater"": 1}","{""lower"": 7, ""risks"": 9, ""disappointing"": 1, ""low"": 3, ""declined"": 2, ""less"": 3, ""deteriorated"": 1, ""uncertainty"": 2, ""weakness"": 2, ""challenging"": 2, ""risk"": 5, ""deteriorating"": 1, ""negative"": 4, ""below"": 2, ""weak"": 1}"
2018-07-19,Statement of the Monetary Policy Committee,6.5,hold,True,0.2222,45,36,1436,"{""growth"": 14, ""increased"": 3, ""up"": 4, ""increase"": 4, ""higher"": 5, ""more"": 2, ""increasing"": 1, ""rising"": 2, ""most"": 2, ""stronger"": 1, ""leading"": 1, ""improved"": 1, ""above"": 1, ""increases"": 3, ""strength"": 1}","{""risks"": 8, ""low"": 3, ""challenging"": 1, ""down"": 2, ""declined"": 3, ""less"": 2, ""decreasing"": 1, ""declining"": 1, ""uncertainty"": 1, ""worst"": 1, ""risk"": 4, ""negative"": 1, ""deteriorating"": 2, ""decreased"": 1, ""weak"": 2, ""decline"": 1, ""lower"": 1, ""deteriorated"": 1}"
2018-09-20,Statement of the Monetary Policy Committee,6.5,hold,True,0.4416,47,30,1306,"{""growth"": 16, ""increased"": 3, ""up"": 5, ""increase"": 5, ""increasing"": 2, ""more"": 1, ""higher"": 5, ""above"": 2, ""rise"": 1, ""rising"": 2, ""exceed"": 1, ""leading"": 1, ""improvement"": 1, ""growing"": 1, ""most"": 1}","{""risks"": 9, ""deteriorated"": 1, ""weakened"": 1, ""declined"": 2, ""down"": 5, ""lower"": 1, ""uncertainty"": 2, ""negative"": 1, ""decreased"": 1, ""weak"": 2, ""declining"": 1, ""low"": 1, ""risk"": 1, ""challenges"": 1, ""deteriorating"": 1}"
2018-11-22,Statement of the Monetary Policy Committee ,6.75,hike,True,0.321,47,34,1425,"{""improved"": 2, ""higher"": 3, ""increasing"": 2, ""growth"": 16, ""up"": 3, ""increase"": 4, ""increases"": 3, ""above"": 3, ""rising"": 4, ""grow"": 1, ""more"": 2, ""leading"": 1, ""largest"": 1, ""high"": 1, ""stronger"": 1}","{""risks"": 8, ""weak"": 2, ""decreased"": 1, ""lower"": 3, ""down"": 6, ""less"": 1, ""uncertainty"": 1, ""challenging"": 1, ""negative"": 1, ""weakness"": 2, ""decrease"": 1, ""decline"": 1, ""below"": 2, ""low"": 1, ""challenges"": 1, ""risk"": 1, ""difficult"": 1}"
2019-01-17,Statement of the Monetary Policy Committee ,6.75,hold,True,0.0274,37,36,1327,"{""improved"": 5, ""growth"": 16, ""up"": 3, ""increasing"": 1, ""rise"": 1, ""above"": 1, ""increases"": 3, ""more"": 3, ""increased"": 2, ""leading"": 1, ""rising"": 1}","{""declines"": 1, ""less"": 2, ""decreased"": 1, ""lower"": 5, ""down"": 9, ""decline"": 1, ""declined"": 1, ""risks"": 6, ""negative"": 2, ""uncertainty"": 1, ""weak"": 3, ""lowest"": 1, ""below"": 1, ""weakness"": 1, ""challenges"": 1}"
2019-03-28,Statement of the Monetary Policy Committee ,6.75,hold,True,0.0,46,46,1467,"{""growth"": 12, ""increased"": 4, ""higher"": 6, ""rising"": 5, ""up"": 4, ""increasing"": 3, ""increases"": 1, ""most"": 2, ""growing"": 2, ""above"": 1, ""stronger"": 2, ""better"": 1, ""leading"": 1, ""more"": 2}","{""weakness"": 2, ""down"": 9, ""risks"": 8, ""difficult"": 1, ""lower"": 8, ""weak"": 3, ""declining"": 2, ""declined"": 1, ""lowest"": 2, ""weaken"": 1, ""below"": 1, ""low"": 2, ""less"": 2, ""decrease"": 1, ""decline"": 1, ""declines"": 1, ""challenges"": 1}"
2019-05-23,Statement of the Monetary Policy Committee ,6.75,hold,True,-0.1081,35,39,1313,"{""growth"": 11, ""positive"": 2, ""up"": 3, ""increased"": 2, ""improved"": 2, ""increasing"": 1, ""increases"": 2, ""most"": 1, ""stronger"": 1, ""better"": 1, ""leading"": 1, ""larger"": 1, ""growing"": 1, ""rise"": 1, ""high"": 1, ""certain"": 1, ""more"": 3}","{""risks"": 6, ""threats"": 1, ""weak"": 5, ""down"": 11, ""lower"": 5, ""declining"": 1, ""uncertainty"": 1, ""below"": 2, ""risk"": 1, ""negative"": 2, ""disappointing"": 1, ""decreased"": 1, ""challenges"": 1, ""less"": 1}"
2019-07-18,Statement of the Monetary Policy Committee ,6.5,cut,True,-0.4615,25,40,1424,"{""up"": 1, ""rising"": 1, ""growth"": 11, ""high"": 3, ""most"": 3, ""stronger"": 1, ""better"": 1, ""improved"": 1, ""leading"": 1, ""more"": 1, ""increase"": 1}","{""risks"": 11, ""decreased"": 3, ""down"": 5, ""lower"": 4, ""low"": 3, ""declined"": 1, ""lowest"": 1, ""deteriorated"": 1, ""declining"": 1, ""below"": 2, ""risk"": 1, ""weakness"": 3, ""decline"": 1, ""negative"": 1, ""challenges"": 1, ""uncertain"": 1}"
2019-09-19,Statement of the Monetary Policy Committee ,6.5,hold,True,0.0845,37,34,1261,"{""more"": 1, ""up"": 5, ""rose"": 2, ""rising"": 1, ""higher"": 4, ""rise"": 1, ""growth"": 12, ""high"": 3, ""most"": 3, ""improvements"": 1, ""stronger"": 1, ""leading"": 1, ""positive"": 1, ""increase"": 1}","{""low"": 2, ""risks"": 9, ""weak"": 2, ""decreased"": 2, ""down"": 3, ""lower"": 4, ""lowest"": 1, ""declined"": 2, ""deteriorated"": 1, ""decline"": 2, ""below"": 1, ""risk"": 1, ""weakness"": 1, ""fell"": 1, ""fall"": 1, ""uncertain"": 1}"
2019-11-21,Statement of the Monetary Policy Committee ,6.5,hold,True,-0.2588,37,48,1262,"{""more"": 3, ""rising"": 2, ""growth"": 13, ""up"": 1, ""high"": 3, ""most"": 3, ""positive"": 2, ""improvements"": 1, ""grow"": 1, ""rose"": 1, ""leading"": 1, ""higher"": 2, ""risen"": 1, ""increase"": 2, ""increased"": 1}","{""weak"": 5, ""low"": 3, ""less"": 1, ""risks"": 10, ""lower"": 7, ""down"": 6, ""decreased"": 3, ""lowest"": 1, ""declined"": 2, ""weakness"": 2, ""below"": 1, ""risk"": 2, ""fell"": 1, ""uncertainty"": 2, ""uncertain"": 2}"
2020-01-16,Statement of the Monetary Policy Committee,6.25,cut,True,-0.0976,39,43,1252,"{""improved"": 3, ""more"": 2, ""positive"": 1, ""growth"": 14, ""rising"": 2, ""up"": 2, ""high"": 2, ""most"": 1, ""improvements"": 1, ""strong"": 1, ""grow"": 1, ""leading"": 1, ""increased"": 1, ""higher"": 2, ""risen"": 1, ""increasing"": 1, ""increase"": 2, ""strengthened"": 1}","{""low"": 2, ""less"": 1, ""risks"": 9, ""lower"": 9, ""down"": 9, ""decreased"": 3, ""declined"": 1, ""below"": 1, ""weak"": 3, ""fell"": 1, ""risk"": 3, ""uncertain"": 1}"
2020-03-19,Statement of the Monetary Policy Committee,5.25,cut,True,-0.2687,29,38,1379,"{""growth"": 10, ""rising"": 1, ""higher"": 3, ""rise"": 3, ""grow"": 1, ""high"": 1, ""strengthening"": 1, ""better"": 1, ""growing"": 1, ""increasing"": 1, ""increased"": 1, ""up"": 1, ""improve"": 2, ""increase"": 1, ""opportunities"": 1}","{""lower"": 7, ""down"": 3, ""uncertainty"": 2, ""risky"": 1, ""fell"": 2, ""fallen"": 1, ""below"": 2, ""declined"": 1, ""weakened"": 2, ""risk"": 5, ""low"": 2, ""risks"": 8, ""drop"": 1, ""decline"": 1}"
2020-04-14,Statement of the Monetary Policy Committee 14 April 2020,4.25,cut,True,0.0299,34,33,1441,"{""growth"": 9, ""strength"": 1, ""up"": 2, ""high"": 1, ""expand"": 1, ""more"": 5, ""grow"": 1, ""increase"": 2, ""positive"": 1, ""strengthen"": 1, ""risen"": 1, ""higher"": 3, ""greater"": 1, ""increased"": 1, ""rise"": 1, ""improve"": 2, ""opportunities"": 1}","{""less"": 3, ""uncertain"": 2, ""risk"": 5, ""weak"": 1, ""uncertainty"": 1, ""under"": 2, ""fallen"": 1, ""lower"": 5, ""down"": 2, ""negative"": 2, ""risks"": 7, ""low"": 1, ""below"": 1}"
2020-05-21,Statement of the Monetary Policy Committee,3.75,cut,True,-0.1961,23,28,1342,"{""strength"": 1, ""growth"": 4, ""up"": 2, ""higher"": 3, ""improved"": 1, ""increased"": 2, ""expand"": 1, ""more"": 2, ""high"": 2, ""grow"": 1, ""improve"": 2, ""increase"": 1, ""opportunities"": 1}","{""decreasing"": 1, ""risk"": 3, ""uncertainty"": 1, ""less"": 2, ""challenges"": 1, ""challenged"": 1, ""decline"": 1, ""low"": 3, ""uncertain"": 2, ""lower"": 2, ""risks"": 8, ""fallen"": 1, ""below"": 1, ""down"": 1}"
2020-07-23,Statement of the Monetary Policy Committee,3.5,cut,True,-0.1091,26,29,1293,"{""strength"": 1, ""growth"": 6, ""improved"": 1, ""stronger"": 1, ""rise"": 1, ""high"": 3, ""grow"": 1, ""increased"": 2, ""rising"": 1, ""higher"": 2, ""rose"": 1, ""improve"": 2, ""up"": 1, ""more"": 1, ""increase"": 1, ""opportunities"": 1}","{""risk"": 4, ""uncertainty"": 1, ""less"": 1, ""challenges"": 1, ""challenged"": 1, ""lower"": 4, ""decline"": 1, ""low"": 3, ""uncertain"": 2, ""weakness"": 1, ""risks"": 8, ""below"": 1, ""down"": 1}"
2020-09-17,Statement of the Monetary Policy Committee,3.5,hold,True,0.1143,37,33,1404,"{""improved"": 3, ""most"": 1, ""growth"": 10, ""up"": 3, ""high"": 4, ""expanded"": 1, ""stronger"": 1, ""expansion"": 1, ""grow"": 1, ""increased"": 2, ""rising"": 1, ""rise"": 1, ""higher"": 4, ""increases"": 1, ""improve"": 1, ""increase"": 1, ""opportunities"": 1}","{""negative"": 2, ""risk"": 3, ""challenged"": 1, ""lower"": 4, ""low"": 4, ""decline"": 1, ""smaller"": 1, ""below"": 4, ""risks"": 8, ""uncertain"": 2, ""falling"": 1, ""down"": 2}"
2020-11-19,Statement of the Monetary Policy Committee,3.5,hold,True,0.2535,40,31,1479,"{""higher"": 3, ""better"": 2, ""successful"": 1, ""growth"": 13, ""most"": 1, ""improved"": 3, ""strengthen"": 1, ""up"": 3, ""grow"": 2, ""high"": 5, ""stronger"": 1, ""rising"": 1, ""increases"": 1, ""improve"": 1, ""increase"": 1, ""opportunities"": 1}","{""lower"": 6, ""risks"": 9, ""negative"": 1, ""risk"": 2, ""fail"": 1, ""low"": 3, ""down"": 3, ""uncertain"": 2, ""below"": 4}"
2021-01-21,Statement of the Monetary Policy Committee,3.5,hold,True,0.5143,44,26,1378,"{""growth"": 16, ""higher"": 6, ""up"": 5, ""expand"": 1, ""strengthen"": 1, ""improved"": 3, ""grew"": 1, ""stronger"": 1, ""grow"": 1, ""high"": 2, ""strengthening"": 1, ""risen"": 1, ""more"": 2, ""rising"": 2, ""increases"": 1}","{""risk"": 1, ""fail"": 1, ""lower"": 5, ""less"": 1, ""weakness"": 1, ""risks"": 8, ""low"": 2, ""weak"": 1, ""uncertainty"": 1, ""uncertain"": 2, ""below"": 2, ""lowest"": 1}"
2021-03-25,Statement of the Monetary Policy Committee March 2021,3.5,hold,True,0.6364,58,30,1492,"{""growth"": 14, ""up"": 8, ""more"": 3, ""improved"": 4, ""stronger"": 3, ""increased"": 4, ""expanded"": 1, ""grow"": 2, ""rising"": 2, ""progress"": 1, ""high"": 3, ""good"": 1, ""higher"": 7, ""strengthen"": 1, ""improvement"": 1, ""increase"": 1, ""achieving"": 1, ""increasing"": 1}","{""uncertainty"": 2, ""risk"": 3, ""fail"": 1, ""down"": 3, ""less"": 1, ""lower"": 6, ""weakness"": 1, ""risks"": 7, ""low"": 3, ""weak"": 1, ""below"": 1, ""uncertain"": 1}"
2021-05-20,Statement of the Monetary Policy Committee May 2021,3.5,hold,True,0.7294,58,27,1427,"{""growth"": 13, ""more"": 5, ""up"": 4, ""higher"": 8, ""greater"": 1, ""improved"": 2, ""expansion"": 1, ""stronger"": 4, ""grow"": 2, ""better"": 1, ""rising"": 5, ""risen"": 1, ""strengthening"": 1, ""progress"": 1, ""good"": 1, ""strong"": 1, ""high"": 1, ""increased"": 1, ""increasing"": 3, ""increase"": 1, ""achieving"": 1}","{""uncertainty"": 2, ""risk"": 6, ""fail"": 1, ""low"": 3, ""risks"": 6, ""lower"": 4, ""down"": 4, ""uncertain"": 1}"
2021-07-22,Statement of the Monetary Policy Committee July 2021,3.5,hold,True,0.8764,64,25,1618,"{""improvements"": 1, ""stronger"": 3, ""better"": 6, ""growth"": 12, ""higher"": 11, ""improved"": 2, ""grew"": 1, ""high"": 3, ""up"": 9, ""rising"": 3, ""grow"": 1, ""good"": 1, ""strong"": 1, ""strengthens"": 1, ""rise"": 2, ""increase"": 2, ""increased"": 1, ""above"": 1, ""rose"": 1, ""achieving"": 1, ""increasing"": 1}","{""uncertainty"": 3, ""risk"": 2, ""fail"": 1, ""low"": 2, ""risks"": 9, ""lower"": 5, ""down"": 2, ""uncertain"": 1}"
2021-09-23,Statement of the Monetary Policy Committee September 2021,3.5,hold,True,0.5882,66,36,1744,"{""improvement"": 1, ""growth"": 9, ""rising"": 3, ""up"": 10, ""higher"": 13, ""improved"": 2, ""grew"": 1, ""better"": 3, ""high"": 3, ""more"": 3, ""grow"": 2, ""larger"": 1, ""most"": 1, ""strong"": 2, ""strengthened"": 1, ""above"": 2, ""expand"": 1, ""rise"": 3, ""strength"": 1, ""increase"": 1, ""increases"": 1, ""achieving"": 1, ""increasing"": 1}","{""risks"": 9, ""uncertainty"": 2, ""risk"": 2, ""fail"": 1, ""weakness"": 1, ""low"": 2, ""lower"": 5, ""negative"": 2, ""fell"": 2, ""down"": 5, ""weak"": 1, ""shrink"": 1, ""less"": 1, ""smaller"": 1, ""uncertain"": 1}"
2021-11-18,Statement of the Monetary Policy Committee November 2021,3.75,hike,True,0.7789,66,29,1768,"{""growth"": 12, ""rising"": 2, ""up"": 5, ""higher"": 12, ""increased"": 6, ""improved"": 1, ""grew"": 1, ""grow"": 2, ""larger"": 1, ""high"": 3, ""stronger"": 1, ""greater"": 1, ""strong"": 2, ""strengthened"": 1, ""above"": 3, ""increases"": 2, ""rise"": 3, ""expand"": 1, ""increase"": 3, ""more"": 1, ""better"": 1, ""achieving"": 1, ""increasing"": 1}","{""risks"": 9, ""less"": 1, ""uncertainty"": 3, ""risk"": 4, ""down"": 1, ""negative"": 1, ""low"": 2, ""weak"": 1, ""smaller"": 2, ""decreased"": 1, ""below"": 1, ""lower"": 2, ""uncertain"": 1}"
2022-01-27,Statement of the Monetary Policy Committee January 2022,4.0,hike,True,0.8814,85,33,1866,"{""rising"": 3, ""growth"": 22, ""most"": 1, ""higher"": 8, ""certain"": 1, ""increased"": 6, ""better"": 2, ""above"": 6, ""grow"": 2, ""high"": 1, ""more"": 7, ""strengthened"": 2, ""good"": 1, ""strong"": 2, ""increases"": 1, ""up"": 6, ""rise"": 5, ""expanding"": 1, ""stronger"": 2, ""leading"": 1, ""increase"": 2, ""rose"": 1, ""achieving"": 1, ""increasing"": 1}","{""risks"": 10, ""down"": 2, ""less"": 2, ""uncertainty"": 2, ""risk"": 4, ""low"": 3, ""lower"": 3, ""negative"": 1, ""decreased"": 1, ""decline"": 2, ""smaller"": 1, ""below"": 1, ""uncertain"": 1}"
2022-03-24,Statement of the Monetary Policy Committee March 2022,4.25,hike,True,1.008,94,31,1912,"{""high"": 3, ""growth"": 19, ""higher"": 18, ""rising"": 4, ""more"": 5, ""most"": 1, ""better"": 2, ""expanding"": 1, ""grow"": 1, ""up"": 10, ""stronger"": 3, ""above"": 3, ""good"": 1, ""positive"": 1, ""increased"": 8, ""rise"": 4, ""increase"": 4, ""increases"": 1, ""exceeds"": 1, ""growing"": 1, ""rose"": 1, ""achieving"": 1, ""increasing"": 1}","{""fall"": 2, ""down"": 4, ""lower"": 3, ""low"": 3, ""uncertainty"": 1, ""weakened"": 1, ""risks"": 8, ""decreased"": 1, ""falling"": 1, ""risk"": 2, ""decline"": 1, ""below"": 2, ""less"": 1, ""uncertain"": 1}"
2022-05-19,Statement of the Monetary Policy Committee May 2022,4.75,hike,True,0.9027,82,31,1947,"{""most"": 2, ""growth"": 17, ""higher"": 19, ""rising"": 2, ""better"": 3, ""expanding"": 1, ""grow"": 1, ""stronger"": 2, ""expand"": 1, ""above"": 3, ""up"": 7, ""good"": 1, ""more"": 3, ""positive"": 1, ""rise"": 5, ""increased"": 7, ""increases"": 1, ""high"": 1, ""rose"": 1, ""increase"": 2, ""achieving"": 1, ""increasing"": 1}","{""fall"": 2, ""down"": 6, ""weaken"": 1, ""worsen"": 1, ""declined"": 1, ""low"": 2, ""weakened"": 1, ""risks"": 7, ""lower"": 4, ""decreased"": 1, ""falling"": 1, ""risk"": 2, ""below"": 1, ""uncertain"": 1}"
2022-07-21,Statement of the Monetary Policy Committee July 2022,5.5,hike,True,0.9831,88,30,1967,"{""high"": 3, ""growth"": 18, ""higher"": 18, ""expand"": 2, ""grow"": 1, ""up"": 10, ""stronger"": 2, ""more"": 3, ""above"": 3, ""strengthened"": 1, ""rising"": 3, ""positive"": 1, ""increased"": 8, ""rise"": 5, ""better"": 1, ""increases"": 1, ""increase"": 5, ""rose"": 1, ""achieving"": 1, ""increasing"": 1}","{""uncertain"": 2, ""down"": 3, ""lower"": 4, ""declined"": 2, ""below"": 2, ""low"": 1, ""weak"": 1, ""risks"": 8, ""falling"": 2, ""risk"": 3, ""weakness"": 1, ""declining"": 1}"
2022-09-22,Statement of the Monetary Policy Committee September 2022,6.25,hike,True,0.2373,66,52,2000,"{""high"": 4, ""growth"": 18, ""strengthened"": 2, ""higher"": 7, ""grow"": 1, ""more"": 5, ""expand"": 1, ""above"": 2, ""stronger"": 1, ""positive"": 1, ""increased"": 5, ""rise"": 5, ""better"": 1, ""increases"": 1, ""up"": 6, ""increase"": 4, ""achieving"": 1, ""increasing"": 1}","{""less"": 3, ""below"": 2, ""down"": 13, ""declined"": 3, ""weakened"": 1, ""weak"": 1, ""low"": 1, ""risks"": 9, ""negative"": 1, ""falling"": 3, ""risk"": 3, ""lower"": 10, ""declining"": 1, ""uncertain"": 1}"
2022-11-24,Statement of the Monetary Policy Committee November 2022,7.0,hike,True,0.4696,71,44,1986,"{""high"": 9, ""growth"": 19, ""increase"": 7, ""grow"": 1, ""record"": 1, ""stronger"": 1, ""higher"": 10, ""increased"": 4, ""expand"": 1, ""larger"": 1, ""rising"": 2, ""better"": 1, ""more"": 4, ""rise"": 2, ""up"": 3, ""increasing"": 2, ""above"": 2, ""achieving"": 1}","{""weak"": 2, ""weaken"": 1, ""low"": 5, ""risk"": 7, ""declines"": 1, ""less"": 1, ""declined"": 2, ""lower"": 7, ""below"": 1, ""risks"": 7, ""down"": 4, ""falling"": 3, ""fallen"": 1, ""decline"": 1, ""uncertain"": 1}"
